,date,name,point
947,2022-10-03,우리들,9.28
948,2022-10-03,기적,9.25
949,2022-10-03,극장판 주술회전 0,9.23
950,2022-10-03,사랑은 비를 타고,9.22
951,2022-10-03,해피 투게더,9.18
952,2022-10-03,미스비헤이비어,9.03
953,2022-10-03,번지 점프를 하다,8.98
954,2022-10-03,이별의 아침에 약속의 꽃을 장식하자,8.97
955,2022-10-03,윤희에게,8.96
956,2022-10-03,중경삼림,8.89
957,2022-10-03,너의 이름은.,8.81
958,2022-10-03,화양연화,8.8
959,2022-10-03,소공녀,8.79
960,2022-10-03,한산: 용의 출현,8.76
961,2022-10-03,접속,8.68
962,2022-10-03,헤어질 결심,8.68
963,2022-10-03,"지금, 이대로가 좋아요",8.64
964,2022-10-03,육사오(6/45),8.63
965,2022-10-03,공조2: 인터내셔날,8.63
966,2022-10-03,라라랜드,8.62
967,2022-10-03,헌트,8.4
968,2022-10-03,너의 췌장을 먹고 싶어,8.37
969,2022-10-03,초속5센티미터,8.36
970,2022-10-03,큐어,8.32
971,2022-10-03,비비안 마이어를 찾아서,8.32
972,2022-10-03,리스본행 야간열차,8.31
973,2022-10-03,애프터 양,8.19
974,2022-10-03,언어의 정원,8.17
975,2022-10-03,릴리 슈슈의 모든 것,8.12
976,2022-10-03,날씨의 아이,7.96
977,2022-10-03,사랑할 땐 누구나 최악이 된다,7.73
978,2022-10-03,다만 악에서 구하소서,7.61
979,2022-10-03,썸머 필름을 타고!,7.53
980,2022-10-03,아사코,7.3
981,2022-10-03,그린 나이트,7.22
982,2022-10-03,놉,6.77
983,2022-10-03,정직한 후보2,5.83
984,2022-10-03,브로커,5.54
985,2022-10-03,늑대사냥,4.38
986,2022-10-04,탑건: 매버릭,9.77
987,2022-10-04,인생은 뷰티풀: 비타돌체,9.72
988,2022-10-04,아바타 리마스터링,9.56
989,2022-10-04,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.54
990,2022-10-04,명탐정 코난: 할로윈의 신부,9.47
991,2022-10-04,시월애,9.29
992,2022-10-04,우리들,9.28
993,2022-10-04,인생은 아름다워,9.27
994,2022-10-04,기적,9.25
995,2022-10-04,극장판 주술회전 0,9.23
996,2022-10-04,사랑은 비를 타고,9.22
997,2022-10-04,해피 투게더,9.18
998,2022-10-04,인터스텔라,9.11
999,2022-10-04,미스비헤이비어,9.03
1000,2022-10-04,번지 점프를 하다,8.98
1001,2022-10-04,이별의 아침에 약속의 꽃을 장식하자,8.97
1002,2022-10-04,윤희에게,8.96
1003,2022-10-04,중경삼림,8.89
1004,2022-10-04,너의 이름은.,8.81
1005,2022-10-04,화양연화,8.81
1006,2022-10-04,아멜리에,8.8
1007,2022-10-04,소공녀,8.79
1008,2022-10-04,한산: 용의 출현,8.76
1009,2022-10-04,본 투 비 블루,8.73
1010,2022-10-04,접속,8.68
1011,2022-10-04,헤어질 결심,8.68
1012,2022-10-04,"지금, 이대로가 좋아요",8.64
1013,2022-10-04,육사오(6/45),8.63
1014,2022-10-04,공조2: 인터내셔날,8.63
1015,2022-10-04,라라랜드,8.62
1016,2022-10-04,헌트,8.39
1017,2022-10-04,너의 췌장을 먹고 싶어,8.37
1018,2022-10-04,초속5센티미터,8.36
1019,2022-10-04,큐어,8.32
1020,2022-10-04,비비안 마이어를 찾아서,8.32
1021,2022-10-04,리스본행 야간열차,8.31
1022,2022-10-04,애프터 양,8.19
1023,2022-10-04,언어의 정원,8.17
1024,2022-10-04,테넷,8.14
1025,2022-10-04,릴리 슈슈의 모든 것,8.12
1026,2022-10-04,날씨의 아이,7.97
1027,2022-10-04,듄,7.95
1028,2022-10-04,사랑할 땐 누구나 최악이 된다,7.75
1029,2022-10-04,다만 악에서 구하소서,7.61
1030,2022-10-04,썸머 필름을 타고!,7.54
1031,2022-10-04,아사코,7.3
1032,2022-10-04,그린 나이트,7.23
1033,2022-10-04,놉,6.77
1034,2022-10-04,정직한 후보2,5.87
1035,2022-10-04,브로커,5.54
1036,2022-10-05,탑건: 매버릭,9.77
1037,2022-10-05,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.53
1038,2022-10-05,명탐정 코난: 할로윈의 신부,9.47
1039,2022-10-05,시월애,9.29
1040,2022-10-05,우리들,9.28
1041,2022-10-05,인생은 아름다워,9.25
1042,2022-10-05,극장판 주술회전 0,9.23
1043,2022-10-05,사랑은 비를 타고,9.22
1044,2022-10-05,해피 투게더,9.18
1045,2022-10-05,인터스텔라,9.11
1046,2022-10-05,꽃다발 같은 사랑을 했다,9.04
1047,2022-10-05,미스비헤이비어,9.03
1048,2022-10-05,번지 점프를 하다,8.98
1049,2022-10-05,이별의 아침에 약속의 꽃을 장식하자,8.97
1050,2022-10-05,윤희에게,8.96
1051,2022-10-05,중경삼림,8.89
1052,2022-10-05,너의 이름은.,8.81
1053,2022-10-05,화양연화,8.81
1054,2022-10-05,아멜리에,8.8
1055,2022-10-05,소공녀,8.79
1056,2022-10-05,한산: 용의 출현,8.76
1057,2022-10-05,본 투 비 블루,8.73
1058,2022-10-05,블레이드 러너,8.73
1059,2022-10-05,접속,8.69
1060,2022-10-05,헤어질 결심,8.68
1061,2022-10-05,"지금, 이대로가 좋아요",8.64
1062,2022-10-05,육사오(6/45),8.62
1063,2022-10-05,라라랜드,8.62
1064,2022-10-05,공조2: 인터내셔날,8.62
1065,2022-10-05,헌트,8.39
1066,2022-10-05,너의 췌장을 먹고 싶어,8.37
1067,2022-10-05,초속5센티미터,8.36
1068,2022-10-05,큐어,8.32
1069,2022-10-05,비비안 마이어를 찾아서,8.32
1070,2022-10-05,리스본행 야간열차,8.31
1071,2022-10-05,애프터 양,8.19
1072,2022-10-05,언어의 정원,8.17
1073,2022-10-05,테넷,8.14
1074,2022-10-05,릴리 슈슈의 모든 것,8.12
1075,2022-10-05,날씨의 아이,7.97
1076,2022-10-05,듄,7.95
1077,2022-10-05,DC 리그 오브 슈퍼-펫,7.79
1078,2022-10-05,사랑할 땐 누구나 최악이 된다,7.76
1079,2022-10-05,다만 악에서 구하소서,7.61
1080,2022-10-05,썸머 필름을 타고!,7.54
1081,2022-10-05,아사코,7.3
1082,2022-10-05,그린 나이트,7.23
1083,2022-10-05,놉,6.78
1084,2022-10-05,정직한 후보2,5.84
1085,2022-10-05,브로커,5.54
1086,2022-10-06,탑건: 매버릭,9.77
1087,2022-10-06,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.53
1088,2022-10-06,명탐정 코난: 할로윈의 신부,9.46
1089,2022-10-06,시월애,9.29
1090,2022-10-06,우리들,9.28
1091,2022-10-06,인생은 아름다워,9.23
1092,2022-10-06,극장판 주술회전 0,9.23
1093,2022-10-06,사랑은 비를 타고,9.22
1094,2022-10-06,해피 투게더,9.18
1095,2022-10-06,코다,9.14
1096,2022-10-06,인터스텔라,9.11
1097,2022-10-06,꽃다발 같은 사랑을 했다,9.04
1098,2022-10-06,미스비헤이비어,9.03
1099,2022-10-06,번지 점프를 하다,8.98
1100,2022-10-06,이별의 아침에 약속의 꽃을 장식하자,8.97
1101,2022-10-06,윤희에게,8.96
1102,2022-10-06,중경삼림,8.89
1103,2022-10-06,너의 이름은.,8.81
1104,2022-10-06,화양연화,8.81
1105,2022-10-06,아멜리에,8.8
1106,2022-10-06,소공녀,8.79
1107,2022-10-06,한산: 용의 출현,8.76
1108,2022-10-06,본 투 비 블루,8.73
1109,2022-10-06,블레이드 러너,8.73
1110,2022-10-06,접속,8.69
1111,2022-10-06,헤어질 결심,8.68
1112,2022-10-06,"지금, 이대로가 좋아요",8.64
1113,2022-10-06,라라랜드,8.62
1114,2022-10-06,공조2: 인터내셔날,8.62
1115,2022-10-06,육사오(6/45),8.62
1116,2022-10-06,헌트,8.39
1117,2022-10-06,너의 췌장을 먹고 싶어,8.37
1118,2022-10-06,초속5센티미터,8.36
1119,2022-10-06,큐어,8.32
1120,2022-10-06,비비안 마이어를 찾아서,8.32
1121,2022-10-06,리스본행 야간열차,8.31
1122,2022-10-06,애프터 양,8.19
1123,2022-10-06,언어의 정원,8.17
1124,2022-10-06,테넷,8.14
1125,2022-10-06,릴리 슈슈의 모든 것,8.12
1126,2022-10-06,날씨의 아이,7.97
1127,2022-10-06,듄,7.95
1128,2022-10-06,사랑할 땐 누구나 최악이 된다,7.75
1129,2022-10-06,다만 악에서 구하소서,7.61
1130,2022-10-06,썸머 필름을 타고!,7.54
1131,2022-10-06,아사코,7.3
1132,2022-10-06,그린 나이트,7.23
1133,2022-10-06,놉,6.77
1134,2022-10-06,정직한 후보2,5.84
1135,2022-10-06,브로커,5.54
1136,2022-10-07,탑건: 매버릭,9.77
1137,2022-10-07,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.53
1138,2022-10-07,명탐정 코난: 할로윈의 신부,9.47
1139,2022-10-07,시월애,9.29
1140,2022-10-07,우리들,9.28
1141,2022-10-07,극장판 주술회전 0,9.23
1142,2022-10-07,인생은 아름다워,9.23
1143,2022-10-07,사랑은 비를 타고,9.22
1144,2022-10-07,해피 투게더,9.18
1145,2022-10-07,코다,9.14
1146,2022-10-07,인터스텔라,9.11
1147,2022-10-07,꽃다발 같은 사랑을 했다,9.05
1148,2022-10-07,미스비헤이비어,9.03
1149,2022-10-07,번지 점프를 하다,8.98
1150,2022-10-07,이별의 아침에 약속의 꽃을 장식하자,8.97
1151,2022-10-07,윤희에게,8.96
1152,2022-10-07,중경삼림,8.89
1153,2022-10-07,너의 이름은.,8.81
1154,2022-10-07,화양연화,8.81
1155,2022-10-07,아멜리에,8.8
1156,2022-10-07,소공녀,8.79
1157,2022-10-07,한산: 용의 출현,8.76
1158,2022-10-07,본 투 비 블루,8.73
1159,2022-10-07,블레이드 러너,8.72
1160,2022-10-07,접속,8.69
1161,2022-10-07,헤어질 결심,8.68
1162,2022-10-07,"지금, 이대로가 좋아요",8.64
1163,2022-10-07,라라랜드,8.62
1164,2022-10-07,공조2: 인터내셔날,8.62
1165,2022-10-07,육사오(6/45),8.61
1166,2022-10-07,헌트,8.39
1167,2022-10-07,너의 췌장을 먹고 싶어,8.37
1168,2022-10-07,초속5센티미터,8.36
1169,2022-10-07,큐어,8.32
1170,2022-10-07,비비안 마이어를 찾아서,8.32
1171,2022-10-07,리스본행 야간열차,8.31
1172,2022-10-07,애프터 양,8.19
1173,2022-10-07,언어의 정원,8.17
1174,2022-10-07,테넷,8.14
1175,2022-10-07,릴리 슈슈의 모든 것,8.12
1176,2022-10-07,날씨의 아이,7.97
1177,2022-10-07,듄,7.95
1178,2022-10-07,사랑할 땐 누구나 최악이 된다,7.76
1179,2022-10-07,다만 악에서 구하소서,7.61
1180,2022-10-07,썸머 필름을 타고!,7.54
1181,2022-10-07,아사코,7.3
1182,2022-10-07,그린 나이트,7.23
1183,2022-10-07,놉,6.77
1184,2022-10-07,정직한 후보2,5.85
1185,2022-10-07,브로커,5.54
1186,2022-10-08,탑건: 매버릭,9.77
1187,2022-10-08,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.51
1188,2022-10-08,명탐정 코난: 할로윈의 신부,9.47
1189,2022-10-08,시월애,9.29
1190,2022-10-08,인생은 아름다워,9.24
1191,2022-10-08,극장판 주술회전 0,9.23
1192,2022-10-08,사랑은 비를 타고,9.23
1193,2022-10-08,해피 투게더,9.18
1194,2022-10-08,코다,9.14
1195,2022-10-08,인터스텔라,9.11
1196,2022-10-08,꽃다발 같은 사랑을 했다,9.05
1197,2022-10-08,미스비헤이비어,9.03
1198,2022-10-08,번지 점프를 하다,8.98
1199,2022-10-08,이별의 아침에 약속의 꽃을 장식하자,8.97
1200,2022-10-08,윤희에게,8.96
1201,2022-10-08,중경삼림,8.89
1202,2022-10-08,화양연화,8.81
1203,2022-10-08,너의 이름은.,8.81
1204,2022-10-08,아멜리에,8.8
1205,2022-10-08,소공녀,8.79
1206,2022-10-08,한산: 용의 출현,8.76
1207,2022-10-08,블레이드 러너,8.72
1208,2022-10-08,접속,8.69
1209,2022-10-08,헤어질 결심,8.68
1210,2022-10-08,"지금, 이대로가 좋아요",8.64
1211,2022-10-08,라라랜드,8.62
1212,2022-10-08,공조2: 인터내셔날,8.62
1213,2022-10-08,육사오(6/45),8.6
1214,2022-10-08,헌트,8.39
1215,2022-10-08,너의 췌장을 먹고 싶어,8.37
1216,2022-10-08,초속5센티미터,8.36
1217,2022-10-08,큐어,8.32
1218,2022-10-08,비비안 마이어를 찾아서,8.32
1219,2022-10-08,리스본행 야간열차,8.31
1220,2022-10-08,애프터 양,8.19
1221,2022-10-08,언어의 정원,8.17
1222,2022-10-08,테넷,8.14
1223,2022-10-08,릴리 슈슈의 모든 것,8.12
1224,2022-10-08,날씨의 아이,7.97
1225,2022-10-08,듄,7.95
1226,2022-10-08,사랑할 땐 누구나 최악이 된다,7.75
1227,2022-10-08,다만 악에서 구하소서,7.61
1228,2022-10-08,썸머 필름을 타고!,7.55
1229,2022-10-08,그린 나이트,7.23
1230,2022-10-08,놉,6.77
1231,2022-10-08,정직한 후보2,5.86
1232,2022-10-08,브로커,5.54
1233,2022-10-08,늑대사냥,4.41
1234,2022-10-09,탑건: 매버릭,9.77
1235,2022-10-09,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.49
1236,2022-10-09,명탐정 코난: 할로윈의 신부,9.47
1237,2022-10-09,시월애,9.3
1238,2022-10-09,인생은 아름다워,9.26
1239,2022-10-09,극장판 주술회전 0,9.23
1240,2022-10-09,사랑은 비를 타고,9.22
1241,2022-10-09,해피 투게더,9.18
1242,2022-10-09,코다,9.14
1243,2022-10-09,인터스텔라,9.11
1244,2022-10-09,꽃다발 같은 사랑을 했다,9.05
1245,2022-10-09,미스비헤이비어,9.03
1246,2022-10-09,번지 점프를 하다,8.98
1247,2022-10-09,이별의 아침에 약속의 꽃을 장식하자,8.97
1248,2022-10-09,윤희에게,8.96
1249,2022-10-09,중경삼림,8.89
1250,2022-10-09,화양연화,8.81
1251,2022-10-09,너의 이름은.,8.81
1252,2022-10-09,아멜리에,8.8
1253,2022-10-09,소공녀,8.79
1254,2022-10-09,한산: 용의 출현,8.76
1255,2022-10-09,블레이드 러너,8.72
1256,2022-10-09,접속,8.69
1257,2022-10-09,헤어질 결심,8.68
1258,2022-10-09,"지금, 이대로가 좋아요",8.64
1259,2022-10-09,라라랜드,8.62
1260,2022-10-09,공조2: 인터내셔날,8.62
1261,2022-10-09,육사오(6/45),8.6
1262,2022-10-09,헌트,8.38
1263,2022-10-09,너의 췌장을 먹고 싶어,8.37
1264,2022-10-09,초속5센티미터,8.36
1265,2022-10-09,비비안 마이어를 찾아서,8.32
1266,2022-10-09,리스본행 야간열차,8.31
1267,2022-10-09,애프터 양,8.19
1268,2022-10-09,언어의 정원,8.17
1269,2022-10-09,테넷,8.14
1270,2022-10-09,릴리 슈슈의 모든 것,8.12
1271,2022-10-09,날씨의 아이,7.96
1272,2022-10-09,듄,7.95
1273,2022-10-09,사랑할 땐 누구나 최악이 된다,7.75
1274,2022-10-09,다만 악에서 구하소서,7.61
1275,2022-10-09,썸머 필름을 타고!,7.55
1276,2022-10-09,그린 나이트,7.23
1277,2022-10-09,놉,6.77
1278,2022-10-09,컴백홈,6.6
1279,2022-10-09,정직한 후보2,5.92
1280,2022-10-09,브로커,5.55
1281,2022-10-09,늑대사냥,4.4
1282,2022-10-10,탑건: 매버릭,9.77
1283,2022-10-10,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.48
1284,2022-10-10,명탐정 코난: 할로윈의 신부,9.46
1285,2022-10-10,인생은 아름다워,9.28
1286,2022-10-10,극장판 주술회전 0,9.23
1287,2022-10-10,사랑은 비를 타고,9.22
1288,2022-10-10,해피 투게더,9.19
1289,2022-10-10,코다,9.14
1290,2022-10-10,인터스텔라,9.11
1291,2022-10-10,꽃다발 같은 사랑을 했다,9.05
1292,2022-10-10,미스비헤이비어,9.03
1293,2022-10-10,번지 점프를 하다,8.98
1294,2022-10-10,이별의 아침에 약속의 꽃을 장식하자,8.97
1295,2022-10-10,윤희에게,8.96
1296,2022-10-10,중경삼림,8.89
1297,2022-10-10,화양연화,8.81
1298,2022-10-10,너의 이름은.,8.81
1299,2022-10-10,아멜리에,8.8
1300,2022-10-10,소공녀,8.79
1301,2022-10-10,한산: 용의 출현,8.76
1302,2022-10-10,블레이드 러너,8.73
1303,2022-10-10,접속,8.69
1304,2022-10-10,헤어질 결심,8.68
1305,2022-10-10,"지금, 이대로가 좋아요",8.64
1306,2022-10-10,라라랜드,8.62
1307,2022-10-10,공조2: 인터내셔날,8.61
1308,2022-10-10,육사오(6/45),8.6
1309,2022-10-10,헌트,8.38
1310,2022-10-10,너의 췌장을 먹고 싶어,8.37
1311,2022-10-10,초속5센티미터,8.36
1312,2022-10-10,비비안 마이어를 찾아서,8.32
1313,2022-10-10,리스본행 야간열차,8.31
1314,2022-10-10,애프터 양,8.2
1315,2022-10-10,테넷,8.14
1316,2022-10-10,릴리 슈슈의 모든 것,8.12
1317,2022-10-10,날씨의 아이,7.96
1318,2022-10-10,듄,7.95
1319,2022-10-10,사랑할 땐 누구나 최악이 된다,7.75
1320,2022-10-10,스마일,7.63
1321,2022-10-10,썸머 필름을 타고!,7.55
1322,2022-10-10,그린 나이트,7.23
1323,2022-10-10,놉,6.77
1324,2022-10-10,컴백홈,6.57
1325,2022-10-10,정직한 후보2,5.95
1326,2022-10-10,늑대사냥,4.41
1327,2022-10-11,탑건: 매버릭,9.77
1328,2022-10-11,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.47
1329,2022-10-11,명탐정 코난: 할로윈의 신부,9.46
1330,2022-10-11,인생은 아름다워,9.28
1331,2022-10-11,극장판 주술회전 0,9.23
1332,2022-10-11,사랑은 비를 타고,9.22
1333,2022-10-11,해피 투게더,9.19
1334,2022-10-11,코다,9.14
1335,2022-10-11,인터스텔라,9.11
1336,2022-10-11,꽃다발 같은 사랑을 했다,9.05
1337,2022-10-11,미스비헤이비어,9.03
1338,2022-10-11,번지 점프를 하다,8.98
1339,2022-10-11,이별의 아침에 약속의 꽃을 장식하자,8.97
1340,2022-10-11,윤희에게,8.96
1341,2022-10-11,씨민과 나데르의 별거,8.93
1342,2022-10-11,중경삼림,8.89
1343,2022-10-11,화양연화,8.81
1344,2022-10-11,너의 이름은.,8.81
1345,2022-10-11,아멜리에,8.8
1346,2022-10-11,소공녀,8.79
1347,2022-10-11,한산: 용의 출현,8.76
1348,2022-10-11,벌새,8.74
1349,2022-10-11,본 투 비 블루,8.73
1350,2022-10-11,블레이드 러너,8.73
1351,2022-10-11,접속,8.69
1352,2022-10-11,헤어질 결심,8.68
1353,2022-10-11,"지금, 이대로가 좋아요",8.64
1354,2022-10-11,라라랜드,8.62
1355,2022-10-11,공조2: 인터내셔날,8.61
1356,2022-10-11,육사오(6/45),8.6
1357,2022-10-11,헌트,8.38
1358,2022-10-11,너의 췌장을 먹고 싶어,8.37
1359,2022-10-11,초속5센티미터,8.36
1360,2022-10-11,큐어,8.32
1361,2022-10-11,비비안 마이어를 찾아서,8.32
1362,2022-10-11,리스본행 야간열차,8.31
1363,2022-10-11,애프터 양,8.2
1364,2022-10-11,테넷,8.14
1365,2022-10-11,릴리 슈슈의 모든 것,8.12
1366,2022-10-11,날씨의 아이,7.96
1367,2022-10-11,듄,7.95
1368,2022-10-11,사랑할 땐 누구나 최악이 된다,7.76
1369,2022-10-11,스마일,7.62
1370,2022-10-11,썸머 필름을 타고!,7.55
1371,2022-10-11,그린 나이트,7.23
1372,2022-10-11,컴백홈,6.49
1373,2022-10-11,정직한 후보2,5.97
1374,2022-10-11,브로커,5.55
1375,2022-10-11,늑대사냥,4.41
1376,2022-10-12,탑건: 매버릭,9.77
1377,2022-10-12,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,9.47
1378,2022-10-12,명탐정 코난: 할로윈의 신부,9.46
1379,2022-10-12,인생은 아름다워,9.28
1380,2022-10-12,극장판 주술회전 0,9.23
1381,2022-10-12,사랑은 비를 타고,9.22
1382,2022-10-12,해피 투게더,9.19
1383,2022-10-12,코다,9.14
1384,2022-10-12,인터스텔라,9.11
1385,2022-10-12,꽃다발 같은 사랑을 했다,9.05
1386,2022-10-12,미스비헤이비어,9.03
1387,2022-10-12,번지 점프를 하다,8.98
1388,2022-10-12,이별의 아침에 약속의 꽃을 장식하자,8.97
1389,2022-10-12,윤희에게,8.96
1390,2022-10-12,씨민과 나데르의 별거,8.93
1391,2022-10-12,중경삼림,8.89
1392,2022-10-12,화양연화,8.81
1393,2022-10-12,너의 이름은.,8.81
1394,2022-10-12,아멜리에,8.8
1395,2022-10-12,소공녀,8.79
1396,2022-10-12,한산: 용의 출현,8.76
1397,2022-10-12,벌새,8.74
1398,2022-10-12,본 투 비 블루,8.73
1399,2022-10-12,블레이드 러너,8.73
1400,2022-10-12,접속,8.69
1401,2022-10-12,헤어질 결심,8.68
1402,2022-10-12,"지금, 이대로가 좋아요",8.64
1403,2022-10-12,라라랜드,8.62
1404,2022-10-12,공조2: 인터내셔날,8.61
1405,2022-10-12,육사오(6/45),8.6
1406,2022-10-12,헌트,8.38
1407,2022-10-12,너의 췌장을 먹고 싶어,8.37
1408,2022-10-12,초속5센티미터,8.36
1409,2022-10-12,큐어,8.32
1410,2022-10-12,비비안 마이어를 찾아서,8.32
1411,2022-10-12,리스본행 야간열차,8.31
1412,2022-10-12,애프터 양,8.2
1413,2022-10-12,테넷,8.14
1414,2022-10-12,릴리 슈슈의 모든 것,8.12
1415,2022-10-12,날씨의 아이,7.96
1416,2022-10-12,듄,7.95
1417,2022-10-12,사랑할 땐 누구나 최악이 된다,7.76
1418,2022-10-12,스마일,7.62
1419,2022-10-12,썸머 필름을 타고!,7.55
1420,2022-10-12,그린 나이트,7.23
1421,2022-10-12,컴백홈,6.49
1422,2022-10-12,정직한 후보2,5.97
1423,2022-10-12,브로커,5.55
1424,2022-10-12,늑대사냥,4.41
