,date,name,point
0,2022-09-12,인생은 뷰티풀: 비타돌체,9.84
1,2022-09-12,탑건: 매버릭,9.77
2,2022-09-12,명탐정 코난: 할로윈의 신부,9.47
3,2022-09-12,알라딘,9.38
4,2022-09-12,범죄도시2,9.35
5,2022-09-12,천녀유혼,9.29
6,2022-09-12,극장판 주술회전 0,9.24
7,2022-09-12,벤허,9.23
8,2022-09-12,코다,9.13
9,2022-09-12,타오르는 여인의 초상,9.03
10,2022-09-12,1917,8.9
11,2022-09-12,중경삼림,8.89
12,2022-09-12,공조2: 인터내셔날,8.86
13,2022-09-12,아웃포스트,8.86
14,2022-09-12,엘비스,8.84
15,2022-09-12,화양연화,8.81
16,2022-09-12,한산: 용의 출현,8.77
17,2022-09-12,펄프 픽션,8.76
18,2022-09-12,헤어질 결심,8.68
19,2022-09-12,육사오(6/45),8.66
20,2022-09-12,라라랜드,8.62
21,2022-09-12,실버라이닝 플레이북,8.57
22,2022-09-12,장고:분노의 추적자,8.56
23,2022-09-12,태일이,8.45
24,2022-09-12,헌트,8.43
25,2022-09-12,바스터즈: 거친 녀석들,8.4
26,2022-09-12,드라이브 마이 카,8.4
27,2022-09-12,레미제라블,8.39
28,2022-09-12,모가디슈,8.34
29,2022-09-12,큐어,8.33
30,2022-09-12,리스본행 야간열차,8.31
31,2022-09-12,킬 빌 - 1부,8.3
32,2022-09-12,문호 스트레이독스 [데드애플],8.27
33,2022-09-12,애프터 양,8.18
34,2022-09-12,릴리 슈슈의 모든 것,8.12
35,2022-09-12,수면의 과학,7.92
36,2022-09-12,블랙폰,7.81
37,2022-09-12,DC 리그 오브 슈퍼-펫,7.79
38,2022-09-12,원스 어폰 어 타임... 인 할리우드,7.7
39,2022-09-12,미니언즈2,7.68
40,2022-09-12,사랑할 땐 누구나 최악이 된다,7.58
41,2022-09-12,썸머 필름을 타고!,7.52
42,2022-09-12,외계+인 1부,7.46
43,2022-09-12,불릿 트레인,6.9
44,2022-09-12,놉,6.8
45,2022-09-12,비상선언,6.58
46,2022-09-12,토르: 러브 앤 썬더,6.43
47,2022-09-12,리미트,5.88
48,2022-09-12,브로커,5.53
49,2022-09-13,인생은 뷰티풀: 비타돌체,9.83
50,2022-09-13,탑건: 매버릭,9.77
51,2022-09-13,명탐정 코난: 할로윈의 신부,9.47
52,2022-09-13,알라딘,9.38
53,2022-09-13,범죄도시2,9.35
54,2022-09-13,천녀유혼,9.29
55,2022-09-13,극장판 주술회전 0,9.24
56,2022-09-13,벤허,9.23
57,2022-09-13,코다,9.13
58,2022-09-13,타오르는 여인의 초상,9.03
59,2022-09-13,1917,8.9
60,2022-09-13,중경삼림,8.89
61,2022-09-13,아웃포스트,8.86
62,2022-09-13,공조2: 인터내셔날,8.84
63,2022-09-13,엘비스,8.83
64,2022-09-13,고양이를 부탁해,8.81
65,2022-09-13,화양연화,8.81
66,2022-09-13,한산: 용의 출현,8.77
67,2022-09-13,펄프 픽션,8.76
68,2022-09-13,본 투 비 블루,8.73
69,2022-09-13,헤어질 결심,8.68
70,2022-09-13,육사오(6/45),8.66
71,2022-09-13,라라랜드,8.62
72,2022-09-13,실버라이닝 플레이북,8.57
73,2022-09-13,장고:분노의 추적자,8.56
74,2022-09-13,태일이,8.45
75,2022-09-13,헌트,8.43
76,2022-09-13,바스터즈: 거친 녀석들,8.4
77,2022-09-13,드라이브 마이 카,8.4
78,2022-09-13,레미제라블,8.39
79,2022-09-13,모가디슈,8.34
80,2022-09-13,큐어,8.33
81,2022-09-13,리스본행 야간열차,8.31
82,2022-09-13,킬 빌 - 1부,8.3
83,2022-09-13,애프터 양,8.18
84,2022-09-13,릴리 슈슈의 모든 것,8.12
85,2022-09-13,수면의 과학,7.92
86,2022-09-13,DC 리그 오브 슈퍼-펫,7.78
87,2022-09-13,블랙폰,7.73
88,2022-09-13,미니언즈2,7.68
89,2022-09-13,킬 빌 - 2부,7.61
90,2022-09-13,사랑할 땐 누구나 최악이 된다,7.6
91,2022-09-13,썸머 필름을 타고!,7.52
92,2022-09-13,외계+인 1부,7.46
93,2022-09-13,불릿 트레인,6.9
94,2022-09-13,놉,6.8
95,2022-09-13,비상선언,6.56
96,2022-09-13,토르: 러브 앤 썬더,6.43
97,2022-09-13,리미트,5.81
98,2022-09-13,브로커,5.54
99,2022-09-14,인생은 뷰티풀: 비타돌체,9.79
100,2022-09-14,탑건: 매버릭,9.77
101,2022-09-14,명탐정 코난: 할로윈의 신부,9.47
102,2022-09-14,알라딘,9.38
103,2022-09-14,천녀유혼,9.29
104,2022-09-14,극장판 주술회전 0,9.24
105,2022-09-14,벤허,9.23
106,2022-09-14,어느 가족,9.2
107,2022-09-14,코다,9.13
108,2022-09-14,타오르는 여인의 초상,9.03
109,2022-09-14,1917,8.9
110,2022-09-14,중경삼림,8.89
111,2022-09-14,아웃포스트,8.86
112,2022-09-14,엘비스,8.83
113,2022-09-14,공조2: 인터내셔날,8.82
114,2022-09-14,고양이를 부탁해,8.81
115,2022-09-14,화양연화,8.81
116,2022-09-14,한산: 용의 출현,8.77
117,2022-09-14,펄프 픽션,8.76
118,2022-09-14,본 투 비 블루,8.73
119,2022-09-14,헤어질 결심,8.68
120,2022-09-14,육사오(6/45),8.65
121,2022-09-14,라라랜드,8.62
122,2022-09-14,실버라이닝 플레이북,8.57
123,2022-09-14,장고:분노의 추적자,8.56
124,2022-09-14,태일이,8.45
125,2022-09-14,헌트,8.43
126,2022-09-14,바스터즈: 거친 녀석들,8.4
127,2022-09-14,드라이브 마이 카,8.4
128,2022-09-14,레미제라블,8.39
129,2022-09-14,모가디슈,8.34
130,2022-09-14,큐어,8.33
131,2022-09-14,리스본행 야간열차,8.31
132,2022-09-14,킬 빌 - 1부,8.3
133,2022-09-14,애프터 양,8.18
134,2022-09-14,릴리 슈슈의 모든 것,8.12
135,2022-09-14,혼자 사는 사람들,8.07
136,2022-09-14,나는 나를 해고하지 않는다,8.04
137,2022-09-14,애프터: 그 후,8.02
138,2022-09-14,수면의 과학,7.92
139,2022-09-14,DC 리그 오브 슈퍼-펫,7.78
140,2022-09-14,블랙폰,7.71
141,2022-09-14,미니언즈2,7.68
142,2022-09-14,사랑할 땐 누구나 최악이 된다,7.61
143,2022-09-14,킬 빌 - 2부,7.61
144,2022-09-14,썸머 필름을 타고!,7.53
145,2022-09-14,외계+인 1부,7.46
146,2022-09-14,놉,6.79
147,2022-09-14,비상선언,6.55
148,2022-09-14,리미트,5.61
149,2022-09-15,탑건: 매버릭,9.77
150,2022-09-15,인생은 뷰티풀: 비타돌체,9.77
151,2022-09-15,명탐정 코난: 할로윈의 신부,9.47
152,2022-09-15,알라딘,9.38
153,2022-09-15,천녀유혼,9.29
154,2022-09-15,극장판 주술회전 0,9.24
155,2022-09-15,어느 가족,9.2
156,2022-09-15,코다,9.13
157,2022-09-15,타오르는 여인의 초상,9.03
158,2022-09-15,1917,8.9
159,2022-09-15,중경삼림,8.89
160,2022-09-15,아웃포스트,8.86
161,2022-09-15,엘비스,8.83
162,2022-09-15,고양이를 부탁해,8.81
163,2022-09-15,화양연화,8.81
164,2022-09-15,공조2: 인터내셔날,8.81
165,2022-09-15,한산: 용의 출현,8.77
166,2022-09-15,펄프 픽션,8.76
167,2022-09-15,후 아 유,8.74
168,2022-09-15,본 투 비 블루,8.73
169,2022-09-15,헤어질 결심,8.68
170,2022-09-15,육사오(6/45),8.65
171,2022-09-15,라라랜드,8.62
172,2022-09-15,실버라이닝 플레이북,8.57
173,2022-09-15,태일이,8.45
174,2022-09-15,헌트,8.43
175,2022-09-15,드라이브 마이 카,8.4
176,2022-09-15,레미제라블,8.39
177,2022-09-15,모가디슈,8.34
178,2022-09-15,큐어,8.33
179,2022-09-15,리스본행 야간열차,8.31
180,2022-09-15,킬 빌 - 1부,8.3
181,2022-09-15,애프터 양,8.18
182,2022-09-15,릴리 슈슈의 모든 것,8.12
183,2022-09-15,혼자 사는 사람들,8.07
184,2022-09-15,나는 나를 해고하지 않는다,8.04
185,2022-09-15,애프터: 그 후,8.02
186,2022-09-15,수면의 과학,7.92
187,2022-09-15,DC 리그 오브 슈퍼-펫,7.78
188,2022-09-15,블랙폰,7.69
189,2022-09-15,미니언즈2,7.69
190,2022-09-15,사랑할 땐 누구나 최악이 된다,7.61
191,2022-09-15,킬 빌 - 2부,7.61
192,2022-09-15,썸머 필름을 타고!,7.53
193,2022-09-15,외계+인 1부,7.46
194,2022-09-15,놉,6.79
195,2022-09-15,비상선언,6.54
196,2022-09-15,브로커,5.54
197,2022-09-15,리미트,5.46
198,2022-09-16,인생은 뷰티풀: 비타돌체,9.8
199,2022-09-16,탑건: 매버릭,9.77
200,2022-09-16,명탐정 코난: 할로윈의 신부,9.47
201,2022-09-16,알라딘,9.38
202,2022-09-16,천녀유혼,9.29
203,2022-09-16,극장판 주술회전 0,9.24
204,2022-09-16,어느 가족,9.2
205,2022-09-16,코다,9.14
206,2022-09-16,타오르는 여인의 초상,9.03
207,2022-09-16,1917,8.9
208,2022-09-16,중경삼림,8.89
209,2022-09-16,아웃포스트,8.86
210,2022-09-16,엘비스,8.83
211,2022-09-16,고양이를 부탁해,8.81
212,2022-09-16,화양연화,8.81
213,2022-09-16,공조2: 인터내셔날,8.79
214,2022-09-16,한산: 용의 출현,8.77
215,2022-09-16,펄프 픽션,8.76
216,2022-09-16,후 아 유,8.74
217,2022-09-16,본 투 비 블루,8.73
218,2022-09-16,헤어질 결심,8.68
219,2022-09-16,육사오(6/45),8.65
220,2022-09-16,라라랜드,8.62
221,2022-09-16,실버라이닝 플레이북,8.57
222,2022-09-16,태일이,8.45
223,2022-09-16,헌트,8.43
224,2022-09-16,드라이브 마이 카,8.4
225,2022-09-16,레미제라블,8.39
226,2022-09-16,모가디슈,8.34
227,2022-09-16,큐어,8.32
228,2022-09-16,리스본행 야간열차,8.31
229,2022-09-16,킬 빌 - 1부,8.3
230,2022-09-16,애프터 양,8.18
231,2022-09-16,릴리 슈슈의 모든 것,8.12
232,2022-09-16,혼자 사는 사람들,8.07
233,2022-09-16,나는 나를 해고하지 않는다,8.04
234,2022-09-16,애프터: 그 후,8.02
235,2022-09-16,오! 문희,8.01
236,2022-09-16,수면의 과학,7.92
237,2022-09-16,DC 리그 오브 슈퍼-펫,7.78
238,2022-09-16,블랙폰,7.7
239,2022-09-16,미니언즈2,7.69
240,2022-09-16,사랑할 땐 누구나 최악이 된다,7.64
241,2022-09-16,킬 빌 - 2부,7.61
242,2022-09-16,썸머 필름을 타고!,7.53
243,2022-09-16,외계+인 1부,7.46
244,2022-09-16,놉,6.79
245,2022-09-16,비상선언,6.54
246,2022-09-16,노회찬6411,6.04
247,2022-09-16,브로커,5.54
248,2022-09-17,인생은 뷰티풀: 비타돌체,9.79
249,2022-09-17,탑건: 매버릭,9.77
250,2022-09-17,명탐정 코난: 할로윈의 신부,9.47
251,2022-09-17,알라딘,9.38
252,2022-09-17,천녀유혼,9.29
253,2022-09-17,극장판 주술회전 0,9.24
254,2022-09-17,어느 가족,9.2
255,2022-09-17,타오르는 여인의 초상,9.03
256,2022-09-17,1917,8.9
257,2022-09-17,중경삼림,8.89
258,2022-09-17,아웃포스트,8.86
259,2022-09-17,엘비스,8.83
260,2022-09-17,고양이를 부탁해,8.81
261,2022-09-17,화양연화,8.81
262,2022-09-17,공조2: 인터내셔날,8.78
263,2022-09-17,한산: 용의 출현,8.77
264,2022-09-17,펄프 픽션,8.76
265,2022-09-17,후 아 유,8.74
266,2022-09-17,본 투 비 블루,8.73
267,2022-09-17,헤어질 결심,8.68
268,2022-09-17,육사오(6/45),8.64
269,2022-09-17,라라랜드,8.62
270,2022-09-17,실버라이닝 플레이북,8.57
271,2022-09-17,태일이,8.45
272,2022-09-17,헌트,8.43
273,2022-09-17,드라이브 마이 카,8.4
274,2022-09-17,레미제라블,8.39
275,2022-09-17,모가디슈,8.34
276,2022-09-17,큐어,8.33
277,2022-09-17,리스본행 야간열차,8.31
278,2022-09-17,킬 빌 - 1부,8.3
279,2022-09-17,애프터 양,8.18
280,2022-09-17,릴리 슈슈의 모든 것,8.12
281,2022-09-17,혼자 사는 사람들,8.07
282,2022-09-17,나는 나를 해고하지 않는다,8.04
283,2022-09-17,애프터: 그 후,8.02
284,2022-09-17,오! 문희,8.01
285,2022-09-17,수면의 과학,7.92
286,2022-09-17,DC 리그 오브 슈퍼-펫,7.78
287,2022-09-17,블랙폰,7.69
288,2022-09-17,미니언즈2,7.68
289,2022-09-17,사랑할 땐 누구나 최악이 된다,7.66
290,2022-09-17,킬 빌 - 2부,7.61
291,2022-09-17,썸머 필름을 타고!,7.53
292,2022-09-17,외계+인 1부,7.46
293,2022-09-17,놉,6.78
294,2022-09-17,비상선언,6.53
295,2022-09-17,브로커,5.54
296,2022-09-17,리미트,5.26
297,2022-09-18,인생은 뷰티풀: 비타돌체,9.79
298,2022-09-18,탑건: 매버릭,9.77
299,2022-09-18,명탐정 코난: 할로윈의 신부,9.47
300,2022-09-18,알라딘,9.38
301,2022-09-18,천녀유혼,9.29
302,2022-09-18,극장판 주술회전 0,9.24
303,2022-09-18,어느 가족,9.2
304,2022-09-18,타오르는 여인의 초상,9.03
305,2022-09-18,1917,8.9
306,2022-09-18,중경삼림,8.89
307,2022-09-18,아웃포스트,8.86
308,2022-09-18,엘비스,8.83
309,2022-09-18,고양이를 부탁해,8.81
310,2022-09-18,화양연화,8.81
311,2022-09-18,한산: 용의 출현,8.77
312,2022-09-18,펄프 픽션,8.77
